Front	Back	Tags
federal	[ˈfɛdərəl] <br><br>【助记】 feder（联盟）十al（形容词后缀，.的）→联盟的联邦的	红宝书 必考词 Unit15
federation	[ˌfɛdərˈeɪʃən] <br>同盟，联邦.联盟，联邦政府 <br><br>【助记】 feder（联盟）十ation（名词后缀）一联盟	红宝书 必考词 Unit15
feed	[fid] <br><br>【助记】 她need（需要）向儿子feed（提供）fe（学费）喂养，饲养；向·····提供	红宝书 必考词 Unit15
feedback	[ˈfidˌbæk] <br>反馈，反馈的意见 <br><br>【助记】 feed（向·....·提供）十back（返回）一反馈	红宝书 必考词 Unit15
feeling	[ˈfilɪŋ] <br><br>【助记】 feel（感觉，感受）十ing（名词后缀）一知觉感情；心情；知觉；同情，爱	红宝书 必考词 Unit15
fertile	[ˈfərtəl] <br>肥沃的，富饶的；能繁殖的 <br><br>【助记】 fertile（肥沃的）土地不需要fertilize（肥料）	红宝书 必考词 Unit15
goal	[goʊl] <br>目的，目标；守门员，球门；进球64	红宝书 必考词 Unit15
goods	[gʊdz] <br><br>【助记】 goods（财产）是good（好）东西商品，货物，财产	红宝书 必考词 Unit15
govern	[ˈgəvərn] <br>统治，管理；决定，支配；抑制，控制	红宝书 必考词 Unit15
government	[ˈgəvərnmənt] <br><br>【助记】 govern（统治）十ment（名词后缀）→政府政府，内阁；（国家等的）统治，管理，支配；政治，政体	红宝书 必考词 Unit15
governor	[ˈgəvərnər] <br><br>【助记】 govern（统治）十or（名词后缀表示人）→统治者→总督，主管人员总督，州（省）长；主管人员，理事	红宝书 必考词 Unit15
gradual	[ˈgræʤuəl] <br><br>【助记】 grad（步，走，级）十ual（形容词后缀）→逐步的逐渐的，逐步的	红宝书 必考词 Unit15
graduate	[ˈgræʤəˌweɪt] <br>.（使）（大学）毕业；获学位 adi.有学位的，毕业的；研究生的 n.（大学）毕业生，获（学士）学位者 <br><br>【助记】 grad（步，走，级）十u十ate（动词、名词及 形容词后缀）→学生走完了u级→毕业	红宝书 必考词 Unit15
grand	[grænd] <br>盛大的，豪华的；重大的，主要的，最重要的	红宝书 必考词 Unit15
grant	[grænt] <br><br>【助记】 勋章grant（授予）grand（最重要的）人同意，准予：授予，给予	红宝书 必考词 Unit15
heap	[hip] <br>n.（一）堆；大量，许多 ut.堆积；大量地（或慷概地）给予；装满 <br><br>【助记】 heap（许多）lean（瘦）人在练习1eap（跳跃）	红宝书 必考词 Unit15
heal	[hil] <br>治愈，愈合；调停，止息，消除，克服	红宝书 必考词 Unit15
health	[hɛlθ] <br>健康，健康状况；卫生 <br><br>【助记】 heal（治愈）十th（名词后缀）→健康	红宝书 必考词 Unit15
healthy	[ˈhɛlθi] <br>健康的，健壮的；有益健康的，卫生的 <br><br>【助记】 health（健康）十y（形容词后缀）→健康的	红宝书 必考词 Unit15
hesitate	[ˈhɛzəˌteɪt] <br>犹豫，；含糊，支吾 <br><br>【助记】 hes（粘）十it（它）十ate（动词后缀，使··）→使它粘住动不了→犹豫，	红宝书 必考词 Unit15
highlight	[ˈhaɪˌlaɪt] <br>vt.使显著，使突出；强调；对（某事物）予以特别的注意；将（部分头发）染成浅色使之有光泽 n.最有意思或精彩的部分 <br><br>【助记】 high（高）+light（光线）→以强光照射→使显著	红宝书 必考词 Unit15
highly	[ˈhaɪli] adv. <br>高度地，很，非常；赞许地 <br><br>【助记】 high（高的）+ly（副词后缀）→高度地	红宝书 必考词 Unit15
immediate	[ˌɪˈmiˌdiət] <br>立即的，即时的；直接的，最接近的 <br><br>【助记】 im（不，无）十medi（中间）十ate（形容词后缀）→无中间间隔时间的→立即的	红宝书 必考词 Unit15
immense	[ˌɪˈmɛns] <br>广大的，巨大的 <br><br>【助记】 im（不）+mens（测量）+e（词尾）→不能测量的一巨大的	红宝书 必考词 Unit15
immerse	[ˌɪˈmərs] <br><br>【助记】 把immense（巨大的）东西immerse（浸没）在水中必须把“ense”换成“erse”（in）使浸没；（in）使沉浸在，使专心于Only today belongs to you只有今天才真正属于	红宝书 必考词 Unit15
migrant	[ˈmaɪgrənt] <br>（从国外来的）移民，侨民 <br><br>【助记】 im（里面）十migr（迁移）十ant（名词后缀，表示人）→迁移到别的国家里的人→移民	红宝书 必考词 Unit15
imminent	[ˈɪmənənt] <br>（尤指不愉快的事）即将发生的，临近的[imjun]adj.	红宝书 必考词 Unit15
likely	[ˈlaɪkli] <br>adj.很可能的，有希望的 adv.（常与most、more或very等词连用）大概，多半 <br><br>【助记】 like（喜欢）十ly（形容词后缀）→喜欢的→有希望的	红宝书 必考词 Unit15
likelihood	[ˈlaɪkliˌhʊd] <br>可能性 <br><br>【助记】 likeli（y变i，有可能的）十hood（名词后缀）→可能性	红宝书 必考词 Unit15
likewise	[ˈlaɪkˌwaɪz] adv. <br><br>【助记】 like（如，一样）十wise（副词后缀表示方式）→同样地同样地，照样地；又，也，而且	红宝书 必考词 Unit15
self	[sɛlf] <br>个性，自我，本身，自己；（自己的）通常的行为方式，本来面目，惯常心态；个人利益；私心	红宝书 必考词 Unit15
selfish	[ˈsɛlfɪʃ] <br>自私的，利己的eally.（Britain) Johnson你。[英]约翰逊 <br><br>【助记】 self（自我，自己）十ish（形容词后缀）→自私的	红宝书 必考词 Unit15
pioneer	[ˌpaɪəˈnɪr] v. <br>先驱，倡导者，开拓者 本单元重点	红宝书 基础词 Unit15
pipe	[paɪp] <br>烟斗；管子，管道；笛子	红宝书 基础词 Unit15
pirate	[ˈpaɪrət] <br>n.海盗；盗印者，盗版者，侵犯专利权者②ut.盗印，盗版，掠夺，翻印	红宝书 基础词 Unit15
pistol	[ˈpɪstəl] <br><br>【助记】 pistol（手枪）里有piston（活塞）手枪	红宝书 基础词 Unit15
pit	[pɪt] <br>坑，陷阱；煤矿，矿井 <br><br>【助记】 pig（猪）掉进了pit（坑）里	红宝书 基础词 Unit15
pitch	[pɪʧ] <br>n.沥青 v.搭（帐篷），扎（营）：投掷，扔 <br><br>【助记】 矿工在pit（矿井）旁pitch（搭帐篷）	红宝书 基础词 Unit15
plagiarism	[ˈpleɪʤərˌɪzəm] <br>抄袭，剽窃，剽窃作品	红宝书 基础词 Unit15
plague	[pleɪg] <br>n.瘟疫，灾害②u.折磨，困扰，纠缠	红宝书 基础词 Unit15
plain	[pleɪn] <br><br>【助记】 plan（打算）有了“i”就是plain（明白的、平常的）174	红宝书 基础词 Unit15
planet	[ˈplænət] <br>-hood（名词后缀，表示时期、性质等） adj.明白的.易懂的；朴素的，平常 的；坦率的；平凡的，普通的 <br><br>【助记】 我plan（计划）用plane（平面的）方法 绘制planet（行星）行星	红宝书 基础词 Unit15
plant	[plænt] <br>n.植物，花草；工厂；装置，设备 ut.种植，栽种；灌输（某思想等）	红宝书 基础词 Unit15
plantation	[ˌplænˈteɪʃən] <br><br>【助记】 plant（种植）十ation（同后缀ion表示状态）一种植园种植园	红宝书 基础词 Unit15
lay	[leɪ] vt. <br>.放置，搁；下（蛋）；铺设，砌（砖） adj.外行的，非专业的 <br><br>【助记】 把hay（干草）lay（铺）在床上	红宝书 基础词 Unit15
layer	[leɪər] <br><br>【助记】 layman（外行）才把种子lay（放置）在 土layer（层）上层，表层，层次，阶层	红宝书 基础词 Unit15
layman	[ˈleɪmən] <br>外行；（基督教中的）平信徒，在俗教 <br><br>【助记】 lay（外行）十man（人）一外行	红宝书 基础词 Unit15
layout	[leɪaʊt] <br>徒（非神职人员）俗人 <br><br>【助记】 lay（放置）+out（出来）→把东西放置出来→布局布局·陈设	红宝书 基础词 Unit15
marathon	[ˈmɛrəˌθɑn] <br>马拉松赛跑；马拉松式的活动（或工作）	红宝书 基础词 Unit15
marble	[ˈmɑrbəl] <br>大理石，云石	红宝书 基础词 Unit15
march	[mɑrʧ] <br>（使）行军，（使）进行；把·····带走，迫使.··到（某处）②n.行军；行程 <br><br>【助记】 March（三月）适合march（行军）	红宝书 基础词 Unit15
marine	[mərˈin] <br>海的，海生的；船舶的，航海的	红宝书 基础词 Unit15
marital	[ˈmærətəl] <br>婚姻的；夫妻关系的	红宝书 基础词 Unit15
married	[ˈmɛrid] <br>（be）～（to）与··..··结婚的；已婚的，夫妇的 <br><br>【助记】 marri（y）（结婚）十ed（形容词后缀）→结婚的，已婚的	红宝书 基础词 Unit15
mark	[mɑrk] <br>n.痕迹，斑点；记号，符号；（考试等的)分数 ut.批改，打分；标明，做记号marvel(I)ous[mavalas]adj.惊人的 惊人的，奇迹般的，奇妙的 <br><br>【助记】 Mark（马克）在给学生mark（批改）作业。 marvel（惊奇）十ous（形容词后缀）→	红宝书 基础词 Unit15
marxist	[ˈmɑrksɪst] <br>adj.马克思主义的 <br><br>【助记】 Marx（马克思）十ist（名词后缀，表示人）→马克思主义者	红宝书 基础词 Unit15
mask	[mæsk] <br>n.马克思主义者 <br><br>【助记】 她的task（工作）就是制作mask（面具）面具，面罩；假面具，伪装	红宝书 基础词 Unit15
naval	[ˈneɪvəl] <br><br>【助记】 nav（y)（海军）十al（形容词）→海军的海军的，军舰的	红宝书 基础词 Unit15
navigation	[ˌnævəˈgeɪʃən] <br>引导船只行动→导航航海；导航，领航 <br><br>【助记】 nav（船）十ig（动）+ation（名词后缀）	红宝书 基础词 Unit15
navy	[ˈneɪvi] <br>海军	红宝书 基础词 Unit15
nearby	[ˈnɪrˈbaɪ] <br>adj.附近的 adu.在附近 pre.在....附近 <br><br>【助记】 near（近，邻近）十by（在....·旁，靠近）→在附近	红宝书 基础词 Unit15
nearly	[ˈnɪrli] <br>几乎，差不多；亲密地，秘密地 <br><br>【助记】 near（几乎，差不多）十ly（副词后缀）→几乎，差不多	红宝书 基础词 Unit15
neat	[nit] <br>整洁的，干净的；优美的，精致的 <br><br>【助记】 这块meat（肉）很neat（干净）	红宝书 基础词 Unit15
necklace	[ˈnɛkləs] <br><br>【助记】 neck（脖子）+lace（系带）→脖子上带的→项链项链	红宝书 基础词 Unit15
needle	[ˈnidəl] <br>针，指针，针状物	红宝书 基础词 Unit15
neighborhood	[ˈneɪbərˌhʊd] <br><br>【助记】 neighbor（邻居）十hood（名词后缀）→街坊四邻四邻，街坊；区域，街道	红宝书 基础词 Unit15
queer	[kwɪr] <br>奇怪的，古怪的 <br><br>【助记】 queen（女王）的脾气是很queer（古怪的	红宝书 基础词 Unit15
query	[kˈwiri] <br>n.疑问，询问 .怀疑，表示疑虑；提问，询问	红宝书 基础词 Unit15
queue	[kju] <br>n.（排队等候的）一队人，一行列 .排队（等候）	红宝书 基础词 Unit15
quiver	[kˈwɪvər] <br>u.颤抖，抖动②n.颤抖，抖动	红宝书 基础词 Unit15
quota	[kˈwoʊtə] <br>配额，定额，（人或事物的）最高限额	红宝书 基础词 Unit15
recall	[ˈriˌkɔl] <br><br>【助记】 re（回来）十cail（呼喊）→唤回某人的记忆→回忆回忆，回想；收回，撤消	红宝书 基础词 Unit15
recollect	[ˌrɛkəˈlɛkt] v. <br><br>【助记】 re（回来）十collect（收集）→收集回来回忆回忆，想起	红宝书 基础词 Unit15
reconcile	[ˈrɛkənˌsaɪl] vt. <br>re（again再）+concile（看作“conciliat调解”→重新调解和好→使和好调解 使和解，使和好；调停，调解；使一致	红宝书 基础词 Unit15
recur	[rɪˈkər] <br>复发，重现，再来，回想 <br><br>【助记】 re（again再）+cur（happen发生）→再发生→复发	红宝书 基础词 Unit15
recreation	[ˌrɛkriˈeɪʃən] <br>.娱乐，消遣 <br><br>【助记】 re（回，再）十cre（创造）十ation（名词后缀）→回去创造快乐娱乐	红宝书 基础词 Unit15
recycle	[riˈsaɪkəl] <br>ut.使再循环，反复利用；整修，改建 n.再循环，再生，重复利用 红宝书 <br><br>【助记】 re（again再）十cycle（循环）→再次循环→反复利用	红宝书 基础词 Unit15
rectify	[ˈrɛktəˌfaɪ] v. <br>纠正，改正，矫正；调整，校正 <br><br>【助记】 rect（正确）+ify（动词后缀）→使...·.正确→纠正	红宝书 基础词 Unit15
redundant	[rɪˈdəndənt] <br>多余的，长的，累赘的，过剩的；后备的 <br><br>【助记】 red（反复）十und（溢出，水）十ant（形容词后缀）→反复溢出→多余的	红宝书 基础词 Unit15
reed	[rid] <br>芦苇，苇丛；簧片 <br><br>【助记】 reel（绕）着reed（芦苇）转	红宝书 基础词 Unit15
reel	[ril] <br>n.卷筒，线轴②ut.卷，绕	红宝书 基础词 Unit15
sheer	[ʃɪr] <br>完全的，十足的；陡峭的，垂直的	红宝书 基础词 Unit15
sheet	[ʃit] <br>被单；（一）张，（一）片，薄片	红宝书 基础词 Unit15
shepherd	[ˈʃɛpərd] <br>n.牧民，牧羊人②u.带领，护送	红宝书 基础词 Unit15
shrewd	[ʃrud] <br>机灵的，敏锐的，精明的	红宝书 基础词 Unit15
shrink	[ʃrɪŋk] <br>u.（shrank/shrunk，shrunk）（使）起皱，收缩，缩水；（使）（数量、体积或价值）减少，缩小；（尤指因恐惧而）畏缩，退缩 n.精神病学家，心理学家	红宝书 基础词 Unit15
shut	[ʃət] vt. <br><br>【助记】 她shut（关上）了hut（小屋）的门关，关闭	红宝书 基础词 Unit15
shutter	[ˈʃətər]	红宝书 基础词 Unit15
shuttle	[ˈʃətəl] <br>.穿梭往返 n.往返汽车（列车、飞机）；梭子 叶窗） 百叶窗，（照相机）快门	红宝书 基础词 Unit15
shy	[ʃaɪ] <br>怕羞的，的；胆怯的，易受惊的otheatre/theater[Drata(r)]n. 戏剧，戏院；阶梯教室 <br><br>【助记】 she（她）是很shy（的）	红宝书 基础词 Unit15
theft	[θɛft] <br>偷窃，失窃	红宝书 基础词 Unit15
thermal	[ˈθərməl] <br>热的，由热造成的；温暖的，保暖的；与温度相关的 <br><br>【助记】 therm（o）（热的）十al（形容词后缀）→热的	红宝书 基础词 Unit15
thermometer	[θərˈmɑmətər] <br><br>【助记】 thermo（热）++meter（计量器）→温度计温度计，体温计	红宝书 基础词 Unit15
thesis	[ˈθiˌsɪs] <br>论文；论题，论点	红宝书 基础词 Unit15
thick	[θɪk] <br><br>【助记】 用chick（小鸡）熬出来的汤是很thick（浓的）The more intensive the life is,th	红宝书 基础词 Unit15
german	[ˈʤərmən] <br>生活越紧张，越能[德	红宝书 基础词 Unit15
thigh	[θaɪ] <br>大腿，股 <br><br>【助记】 人high（高）thigh（腿）长	红宝书 基础词 Unit15
thorn	[θɔrn] <br>刺，荆棘；使人生气（或苦恼）的事（或人） <br><br>【助记】 牛的horn（角）碰到thorn（荆棘）了	红宝书 基础词 Unit15
thousand	[ˈθaʊzənd] <br>一千，一千个	红宝书 基础词 Unit15
via	[ˈviə] <br>经，通过	红宝书 基础词 Unit15
viable	[ˈvaɪəbəl] <br>可实施的，切实可行的；（生物等）能独立生存的，可生长发育的	红宝书 基础词 Unit15
vibrate	[ˈvaɪbreɪt] v. <br>（使）振动，（使）摆动；适应，共鸣 <br><br>【助记】 vibr（摇摆）十ate（动词后缀，使....·）→使摇摆，使摆动	红宝书 基础词 Unit15
vicinity	[vɪˈsɪnɪti] <br>邻近，附近	红宝书 基础词 Unit15
video	[ˈvɪdioʊ] <br>n.电视，视频，录像 adj.电视的，视频的，录像的	红宝书 基础词 Unit15
